date,portfolio_equity,portfolio_ret
2023-12-02 08:00:00,1.0,0.0
2023-12-02 12:00:00,1.0003126265393134,0.0003126265393135208
2023-12-02 16:00:00,1.0059816906251642,0.005667292339859353
2023-12-02 20:00:00,1.0064619843033051,0.0004774377929705198
2023-12-03 00:00:00,1.006275435427791,-0.00018535113936098135
2023-12-03 04:00:00,1.006275435427791,0.0
2023-12-03 08:00:00,1.006275435427791,0.0
2023-12-03 12:00:00,1.006275435427791,0.0
2023-12-03 16:00:00,1.0066811766291703,0.0004032108775534615
2023-12-03 20:00:00,1.0081585169558462,0.0014675354630377113
2023-12-04 00:00:00,1.0091583093935532,0.0009917016231989761
2023-12-04 04:00:00,1.0112023274566626,0.0020254681986791034
2023-12-04 08:00:00,1.0107263049580713,-0.0004707490139866932
2023-12-04 12:00:00,1.0107263049580713,0.0
2023-12-04 16:00:00,1.0107263049580713,0.0
2023-12-04 20:00:00,1.0111938150559505,0.00046254865989531213
2023-12-05 00:00:00,1.0105063635618772,-0.0006798414743421632
2023-12-05 04:00:00,1.0013300406861816,-0.009080915476227747
2023-12-05 08:00:00,1.0026815966470966,0.0013497607242352883
2023-12-05 12:00:00,1.0087547579114924,0.0060569190505780635
2023-12-05 16:00:00,1.0200500317999739,0.011197244721667554
2023-12-05 20:00:00,1.0264000711290113,0.006225223401868124
2023-12-06 00:00:00,1.0225768999249774,-0.003724835287500089
2023-12-06 04:00:00,1.0172130763088063,-0.005245398773006185
2023-12-06 08:00:00,1.012866654528361,-0.004272872500043989
2023-12-06 12:00:00,1.012622218457917,-0.0002413309485027465
2023-12-06 16:00:00,1.0156429867219114,0.0029831147380852963
2023-12-06 20:00:00,1.0071185573207821,-0.00839313569096034
2023-12-07 00:00:00,1.0071185573207821,0.0
2023-12-07 04:00:00,1.0071185573207821,0.0
2023-12-07 08:00:00,1.0071185573207821,0.0
2023-12-07 12:00:00,1.0071185573207821,0.0
2023-12-07 16:00:00,1.0071185573207821,0.0
2023-12-07 20:00:00,1.0092528768578635,0.0021192336508616127
2023-12-08 00:00:00,1.014581012667664,0.005279287215299938
2023-12-08 04:00:00,1.0084683516128414,-0.006024813177560151
2023-12-08 08:00:00,1.0121078501427758,0.003608936784296496
2023-12-08 12:00:00,1.006650595097431,-0.00539196988203873
2023-12-08 16:00:00,1.0085657542700261,0.001902506373037821
2023-12-08 20:00:00,1.0102000886756264,0.0016204539948743157
2023-12-09 00:00:00,1.0105515172673054,0.00034788018296447176
2023-12-09 04:00:00,1.0166678355509358,0.006052455692877351
2023-12-09 08:00:00,1.0098174042341124,-0.006738121417120629
2023-12-09 12:00:00,1.0111468049953634,0.0013164763804593138
2023-12-09 16:00:00,1.0101262983749821,-0.0010092566334973657
2023-12-09 20:00:00,1.0067194502272694,-0.0033726952294909907
2023-12-10 00:00:00,1.0067194502272694,0.0
2023-12-10 04:00:00,1.0067194502272694,0.0
2023-12-10 08:00:00,1.0075956068397685,0.0008703086170641916
2023-12-10 12:00:00,1.0068132920350432,-0.0007764174430841264
2023-12-10 16:00:00,1.0066474288142593,-0.00016474079364672822
2023-12-10 20:00:00,1.0068082381851584,0.00015974746102376258
2023-12-11 00:00:00,1.0122006996333917,0.005355996548015357
2023-12-11 04:00:00,1.01299419290664,0.0007839287935046679
2023-12-11 08:00:00,1.0123133502985735,-0.0006721090928594048
2023-12-11 12:00:00,1.0123133502985735,0.0
2023-12-11 16:00:00,1.0141140554884416,0.0017788021755685557
2023-12-11 20:00:00,1.011957867685044,-0.0021261787978661684
2023-12-12 00:00:00,1.011957867685044,0.0
2023-12-12 04:00:00,1.011957867685044,0.0
2023-12-12 08:00:00,1.011957867685044,0.0
2023-12-12 12:00:00,1.0128114702468702,0.0008435159101819745
2023-12-12 16:00:00,1.0136294566391673,0.0008076393448602781
2023-12-12 20:00:00,1.0136294566391673,0.0
2023-12-13 00:00:00,1.0136294566391673,0.0
2023-12-13 04:00:00,1.0132246375910239,-0.00039937577335771857
2023-12-13 08:00:00,1.0132246375910239,0.0
2023-12-13 12:00:00,1.0132246375910239,0.0
2023-12-13 16:00:00,1.0132246375910239,0.0
2023-12-13 20:00:00,1.0132246375910239,0.0
2023-12-14 00:00:00,1.0132246375910239,0.0
2023-12-14 04:00:00,1.0149770821703832,0.0017295716214775492
2023-12-14 08:00:00,1.0163917568121705,0.0013937995907870315
2023-12-14 12:00:00,1.0145817103104036,-0.0017808551571138892
2023-12-14 16:00:00,1.0155857002336284,0.000989560439560444
2023-12-14 20:00:00,1.016813100843208,0.0012085642888604586
2023-12-15 00:00:00,1.014902607063602,-0.0018789035841705604
2023-12-15 04:00:00,1.014444196761251,-0.0004516791061139058
2023-12-15 08:00:00,1.0144715430986473,2.695696567994732e-05
2023-12-15 12:00:00,1.0121732101726852,-0.00226554696541012
2023-12-15 16:00:00,1.012784431357529,0.0006038701466317686
2023-12-15 20:00:00,1.0115660022990125,-0.0012030487641712523
2023-12-16 00:00:00,1.0134849183703634,0.0018969756466604981
2023-12-16 04:00:00,1.0134849183703634,0.0
2023-12-16 08:00:00,1.0128038402633426,-0.0006720160257697588
2023-12-16 12:00:00,1.0126218138702252,-0.0001797252201079097
2023-12-16 16:00:00,1.0138412157256909,0.0012042026339578182
2023-12-16 20:00:00,1.0141808729917807,0.0003350201795126462
2023-12-17 00:00:00,1.0148827164591487,0.0006920298795397017
2023-12-17 04:00:00,1.015329695969276,0.00044042479281422575
2023-12-17 08:00:00,1.0149274805201756,-0.000396142701919594
2023-12-17 12:00:00,1.014588530102455,-0.00033396515931038984
2023-12-17 16:00:00,1.0138510112089332,-0.0007269142826279024
2023-12-17 20:00:00,1.0160089108581216,0.0021284188952135352
2023-12-18 00:00:00,1.0172589229594216,0.0012303160808344316
2023-12-18 04:00:00,1.0176050296197388,0.00034023457794815637
2023-12-18 08:00:00,1.0191895763049423,0.0015571333072082194
2023-12-18 12:00:00,1.018407471074833,-0.0007673795418364909
2023-12-18 16:00:00,1.018407471074833,0.0
2023-12-18 20:00:00,1.018407471074833,0.0
2023-12-19 00:00:00,1.018407471074833,0.0
2023-12-19 04:00:00,1.018407471074833,0.0
2023-12-19 08:00:00,1.0177663961984744,-0.0006294876015410789
2023-12-19 12:00:00,1.0151964284256956,-0.0025251057436933705
2023-12-19 16:00:00,1.0143387955456016,-0.0008447950131425103
2023-12-19 20:00:00,1.0143387955456016,0.0
2023-12-20 00:00:00,1.0143387955456016,0.0
2023-12-20 04:00:00,1.0143387955456016,0.0
2023-12-20 08:00:00,1.0143387955456016,0.0
2023-12-20 12:00:00,1.0143387955456016,0.0
2023-12-20 16:00:00,1.0119300924222374,-0.002374653453009773
2023-12-20 20:00:00,1.0118130388887203,-0.00011567353752359177
2023-12-21 00:00:00,1.0117136924503793,-9.818655672801102e-05
2023-12-21 04:00:00,1.0125337206680491,0.0008105338731591027
2023-12-21 08:00:00,1.0147079450443088,0.002147310585197182
2023-12-21 12:00:00,1.013568496789753,-0.0011229322290426808
2023-12-21 16:00:00,1.013148028308547,-0.00041483972966557814
2023-12-21 20:00:00,1.0139538556324674,0.0007953697795432813
2023-12-22 00:00:00,1.0144779148535104,0.0005168472096948595
2023-12-22 04:00:00,1.0158662356392458,0.0013685076485236425
2023-12-22 08:00:00,1.018083703680505,0.0021828346719919567
2023-12-22 12:00:00,1.0184418630556649,0.0003517975721104294
2023-12-22 16:00:00,1.017912254671004,-0.0005200182787772484
2023-12-22 20:00:00,1.022068049628004,0.004082665217880671
2023-12-23 00:00:00,1.0076293854405354,-0.014126910818436852
2023-12-23 04:00:00,1.0106797398088492,0.003027258248309489
2023-12-23 08:00:00,1.0118410607445352,0.0011490493872029495
